"np","S","I1","I2","gamma","alpha"
359,3733800.5,4934.51513671875,91.1594772338867,1.14553022384644,1.34697473049164
360,3733800.5,4934.51513671875,91.1594772338867,1.14553022384644,1.34697473049164
361,3739175.25,5059.7001953125,93.2882385253906,1.17351639270782,1.34687912464142
362,3739175.25,5059.7001953125,93.2882385253906,1.17351639270782,1.34687912464142
363,3739175.25,5059.7001953125,93.2882385253906,1.17351639270782,1.34687912464142
364,3723348.5,5023.705078125,93.1791076660156,1.19496810436249,1.3475753068924
365,3703208.5,4994.54443359375,92.59228515625,1.2207350730896,1.34867453575134
366,3716440.75,5072.52880859375,94.3540649414062,1.21891713142395,1.34952747821808
367,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
368,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
369,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
370,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
371,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
372,3723361,5115.498046875,95.1345367431641,1.22296488285065,1.3501318693161
373,3725513.25,5186.4736328125,96.4791259765625,1.23993492126465,1.34933257102966
374,3744978.25,5159.67236328125,97.124397277832,1.19108498096466,1.35021209716797
375,3770562.25,5323.25244140625,100.3701171875,1.18859148025513,1.3523360490799
376,3779681.25,5453.6572265625,102.610450744629,1.20967435836792,1.35243046283722
377,3731937.25,5214.9619140625,98.2284164428711,1.23154377937317,1.35296869277954
378,3700485,5139.884765625,96.9629364013672,1.27045023441315,1.35344159603119
379,3695112,5150.39794921875,96.9877014160156,1.28017556667328,1.35425841808319
380,3695112,5150.39794921875,96.9877014160156,1.28017556667328,1.35425841808319
381,3682097,4981.76123046875,93.7667617797852,1.24762797355652,1.35373532772064
382,3708390.25,5188.88623046875,97.7105484008789,1.26269662380219,1.35316395759583
383,3708390.25,5188.88623046875,97.7105484008789,1.26269662380219,1.35316395759583
384,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
385,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
386,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
387,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
388,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
389,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
390,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
391,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
392,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
393,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
394,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
395,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
396,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
397,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
398,3741889.25,5592.92626953125,104.468406677246,1.31942319869995,1.35312676429749
399,3682993,5150.44873046875,95.3715591430664,1.29828464984894,1.3537163734436
400,3682993,5150.44873046875,95.3715591430664,1.29828464984894,1.3537163734436
401,3682993,5150.44873046875,95.3715591430664,1.29828464984894,1.3537163734436
402,3652685.75,4970.3671875,91.4001770019531,1.29755568504333,1.35221469402313
403,3628608.25,4732.11865234375,86.6440200805664,1.2704085111618,1.35211908817291
404,3628608.25,4732.11865234375,86.6440200805664,1.2704085111618,1.35211908817291
405,3628608.25,4732.11865234375,86.6440200805664,1.2704085111618,1.35211908817291
406,3628608.25,4732.11865234375,86.6440200805664,1.2704085111618,1.35211908817291
407,3655967.25,4827.84228515625,88.9268951416016,1.25401091575623,1.35218918323517
408,3658875.25,4872.115234375,89.4529571533203,1.24440741539001,1.35141479969025
409,3658875.25,4872.115234375,89.4529571533203,1.24440741539001,1.35141479969025
410,3672271,4711.3427734375,86.6432723999023,1.16902601718903,1.35155308246613
411,3704798.75,5031.720703125,92.117301940918,1.20152807235718,1.35264432430267
412,3704798.75,5031.720703125,92.117301940918,1.20152807235718,1.35264432430267
413,3724171,5211.8681640625,95.4894638061523,1.22490632534027,1.35038256645203
414,3697538.25,5024.11962890625,92.0329437255859,1.22087728977203,1.34974789619446
415,3697538.25,5024.11962890625,92.0329437255859,1.22087728977203,1.34974789619446
416,3700411.25,5042.3115234375,93.108039855957,1.23086822032928,1.35040628910065
417,3719133.25,5091.154296875,93.8704833984375,1.20167875289917,1.35126268863678
418,3719133.25,5091.154296875,93.8704833984375,1.20167875289917,1.35126268863678
419,3719133.25,5091.154296875,93.8704833984375,1.20167875289917,1.35126268863678
420,3735987.25,5203.0546875,96.6312942504883,1.2080385684967,1.35088276863098
421,3735987.25,5203.0546875,96.6312942504883,1.2080385684967,1.35088276863098
422,3735280.25,5105.36962890625,95.5450286865234,1.18722558021545,1.34952688217163
423,3735280.25,5105.36962890625,95.5450286865234,1.18722558021545,1.34952688217163
424,3722826.75,5057.06103515625,94.499641418457,1.19586932659149,1.34983086585999
425,3700393.5,5029.013671875,93.5699234008789,1.22522282600403,1.35079348087311
426,3700393.5,5029.013671875,93.5699234008789,1.22522282600403,1.35079348087311
427,3690670.75,4924.7919921875,91.7401504516602,1.2046639919281,1.351527094841
428,3686736.5,4724.712890625,87.3097763061523,1.15582311153412,1.35131061077118
429,3689450,4871.33154296875,89.8645858764648,1.18594574928284,1.35050451755524
430,3684651.75,4681.4423828125,85.7046203613281,1.14594030380249,1.35041558742523
431,3620067,4360.14794921875,79.837532043457,1.16509258747101,1.35065615177155
432,3620067,4360.14794921875,79.837532043457,1.16509258747101,1.35065615177155
433,3652919,4505.982421875,82.4792251586914,1.1376781463623,1.35309267044067
434,3667134.75,4740.974609375,87.1129989624023,1.19157767295837,1.35239458084106
435,3667134.75,4740.974609375,87.1129989624023,1.19157767295837,1.35239458084106
436,3686622.5,4821.0546875,88.7791366577148,1.1862086057663,1.35285973548889
437,3637554,4627.88232421875,85.0078887939453,1.20216405391693,1.35697424411774
438,3637554,4627.88232421875,85.0078887939453,1.20216405391693,1.35697424411774
439,3617153.75,4418.50634765625,81.4268493652344,1.16972172260284,1.35815072059631
440,3674335,4776.3994140625,88.18212890625,1.16912341117859,1.35776793956757
441,3667434.5,4726.63916015625,87.8610382080078,1.18167638778687,1.35697913169861
442,3667434.5,4726.63916015625,87.8610382080078,1.18167638778687,1.35697913169861
443,3667434.5,4726.63916015625,87.8610382080078,1.18167638778687,1.35697913169861
444,3667434.5,4726.63916015625,87.8610382080078,1.18167638778687,1.35697913169861
445,3688371.25,4898.2216796875,91.373893737793,1.19287502765656,1.35686659812927
446,3688371.25,4898.2216796875,91.373893737793,1.19287502765656,1.35686659812927
447,3688371.25,4898.2216796875,91.373893737793,1.19287502765656,1.35686659812927
448,3688371.25,4898.2216796875,91.373893737793,1.19287502765656,1.35686659812927
449,3715023.5,5198.0625,97.0360107421875,1.24323260784149,1.35719990730286
450,3738720.5,5401.708984375,101.500244140625,1.26853454113007,1.35758173465729
451,3743725,5353.74853515625,101.095756530762,1.24389433860779,1.35874938964844
452,3743725,5353.74853515625,101.095756530762,1.24389433860779,1.35874938964844
453,3743725,5353.74853515625,101.095756530762,1.24389433860779,1.35874938964844
454,3743725,5353.74853515625,101.095756530762,1.24389433860779,1.35874938964844
455,3743725,5353.74853515625,101.095756530762,1.24389433860779,1.35874938964844
456,3771079,5507.1064453125,102.813095092773,1.22771859169006,1.35847091674805
457,3771079,5507.1064453125,102.813095092773,1.22771859169006,1.35847091674805
458,3771079,5507.1064453125,102.813095092773,1.22771859169006,1.35847091674805
459,3746152,5450.70947265625,101.749450683594,1.26000678539276,1.35863721370697
460,3746152,5450.70947265625,101.749450683594,1.26000678539276,1.35863721370697
461,3768791,5545.5732421875,103.468574523926,1.24906182289124,1.35816979408264
462,3747979.5,5385.93603515625,101.335632324219,1.24590396881104,1.3577733039856
463,3779431.5,5583.43505859375,105.464981079102,1.24730587005615,1.35705018043518
464,3779431.5,5583.43505859375,105.464981079102,1.24730587005615,1.35705018043518
465,3765566.5,5599.59814453125,105.780639648438,1.2840279340744,1.35730135440826
466,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
467,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
468,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
469,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
470,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
471,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
472,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
473,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
474,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
475,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
476,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
477,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
478,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
479,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
480,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
481,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
482,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
483,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
484,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
485,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
486,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
487,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
488,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
489,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
490,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
491,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
492,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
493,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
494,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
495,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
496,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
497,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
498,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
499,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
500,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
501,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
502,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
503,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
504,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
505,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
506,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
507,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
508,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
509,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
510,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
511,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
512,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
513,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
514,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
515,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
516,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
517,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
518,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
519,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
520,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
521,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
522,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
523,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
524,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
525,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
526,3753461.75,5408.619140625,102.840301513672,1.26417315006256,1.35671532154083
527,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
528,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
529,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
530,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
531,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
532,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
533,3756207,5346.5927734375,101.58122253418,1.23750197887421,1.3558177947998
534,3775688,5527.482421875,105.542213439941,1.24979960918427,1.35596191883087
535,3771109,5434.45458984375,103.307975769043,1.23288786411285,1.35570454597473
536,3771109,5434.45458984375,103.307975769043,1.23288786411285,1.35570454597473
537,3782191.25,5494.43310546875,104.57559967041,1.23246347904205,1.35678172111511
538,3782191.25,5494.43310546875,104.57559967041,1.23246347904205,1.35678172111511
539,3782191.25,5494.43310546875,104.57559967041,1.23246347904205,1.35678172111511
540,3791758.75,5599.4296875,106.686477661133,1.24205219745636,1.35586035251617
541,3791758.75,5599.4296875,106.686477661133,1.24205219745636,1.35586035251617
542,3780374.5,5428.48291015625,103.673614501953,1.2270849943161,1.35479855537415
543,3783526.25,5679.79736328125,108.465339660645,1.28567957878113,1.3542788028717
544,3783526.25,5679.79736328125,108.465339660645,1.28567957878113,1.3542788028717
545,3779273.25,5612.5322265625,108.069694519043,1.2750141620636,1.35452377796173
546,3779273.25,5612.5322265625,108.069694519043,1.2750141620636,1.35452377796173
547,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
548,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
549,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
550,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
551,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
552,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
553,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
554,3794059.75,5743.12109375,111.179534912109,1.29926013946533,1.35489618778229
555,3766511.25,5448.07568359375,104.541381835938,1.25384557247162,1.35460805892944
556,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
557,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
558,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
559,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
560,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
561,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
562,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
563,3767088,5562.5146484375,106.92813873291,1.27918493747711,1.35458421707153
564,3768108,5577.34228515625,107.871246337891,1.29872238636017,1.35444438457489
565,3718515.25,5357.0830078125,104.263671875,1.33325517177582,1.35279953479767
566,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
567,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
568,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
569,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
570,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
571,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
572,3693091.25,5103.7763671875,99.3767929077148,1.29808449745178,1.35374474525452
573,3728458.5,5223.77783203125,102.561058044434,1.27749681472778,1.35370671749115
574,3696051.25,5038.32763671875,99.2187042236328,1.27611565589905,1.35359883308411
575,3696051.25,5038.32763671875,99.2187042236328,1.27611565589905,1.35359883308411
576,3696051.25,5038.32763671875,99.2187042236328,1.27611565589905,1.35359883308411
577,3696051.25,5038.32763671875,99.2187042236328,1.27611565589905,1.35359883308411
578,3723310.5,5195.7158203125,101.645668029785,1.27427852153778,1.35241615772247
579,3658030.75,4836.890625,94.2619323730469,1.30498671531677,1.35052299499512
580,3696679,5072.8173828125,97.8438415527344,1.29424834251404,1.34960877895355
581,3721872.25,5270.240234375,102.112075805664,1.30294740200043,1.35047888755798
582,3689913.5,5034.3466796875,97.3647537231445,1.28846263885498,1.35076093673706
583,3726847.25,5137.16357421875,99.8017044067383,1.25628244876862,1.3488701581955
584,3762402.25,5384.546875,104.477760314941,1.25739741325378,1.34878218173981
585,3790945.5,5574.01513671875,106.870712280273,1.24803709983826,1.34907555580139
586,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
587,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
588,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
589,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
590,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
591,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
592,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
593,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
594,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
595,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
596,3795483.25,5520.70947265625,105.389259338379,1.22361886501312,1.34750986099243
597,3769976,5469.40771484375,103.908378601074,1.25674736499786,1.34627485275269
598,3758026.25,5506.27783203125,104.188888549805,1.27901017665863,1.34834933280945
599,3799372.25,5845.11865234375,110.486839294434,1.30578207969666,1.34707415103912
600,3812976.5,5925.0419921875,112.026222229004,1.30512452125549,1.34737384319305
601,3805971.5,5783.3408203125,110.31029510498,1.28033602237701,1.34658694267273
602,3805971.5,5783.3408203125,110.31029510498,1.28033602237701,1.34658694267273
603,3805971.5,5783.3408203125,110.31029510498,1.28033602237701,1.34658694267273
604,3780560.25,5501.33642578125,104.796562194824,1.24424505233765,1.34709239006042
605,3749815,5315.478515625,100.966690063477,1.25544357299805,1.34676516056061
606,3737283,5248.83349609375,99.879035949707,1.24140560626984,1.34613049030304
607,3738044,5023.61767578125,94.9764938354492,1.18293738365173,1.34848344326019
608,3762681,5343.3759765625,100.536804199219,1.21962440013885,1.34916269779205
609,3787424,5550.1328125,104.626846313477,1.22747659683228,1.34933030605316
610,3787424,5550.1328125,104.626846313477,1.22747659683228,1.34933030605316
611,3787424,5550.1328125,104.626846313477,1.22747659683228,1.34933030605316
612,3779540.5,5467.806640625,104.001945495605,1.22318148612976,1.34971964359283
613,3777293,5565.3603515625,105.020225524902,1.25742042064667,1.3485541343689
614,3788324,5391.72705078125,100.572792053223,1.19788086414337,1.34700810909271
615,3788324,5391.72705078125,100.572792053223,1.19788086414337,1.34700810909271
616,3788324,5391.72705078125,100.572792053223,1.19788086414337,1.34700810909271
617,3788324,5391.72705078125,100.572792053223,1.19788086414337,1.34700810909271
618,3788761.75,5367.7041015625,100.409126281738,1.19263279438019,1.34693312644958
619,3788761.75,5367.7041015625,100.409126281738,1.19263279438019,1.34693312644958
620,3783617.25,5281.53662109375,99.1338577270508,1.17173314094543,1.34724116325378
621,3793759.75,5169.57421875,95.9510345458984,1.12328803539276,1.34675681591034
622,3793759.75,5169.57421875,95.9510345458984,1.12328803539276,1.34675681591034
623,3793759.75,5169.57421875,95.9510345458984,1.12328803539276,1.34675681591034
624,3801000.75,5343.697265625,99.4953002929688,1.15463161468506,1.34679877758026
625,3779852,5351.31787109375,99.8387832641602,1.18853378295898,1.34748184680939
626,3779852,5351.31787109375,99.8387832641602,1.18853378295898,1.34748184680939
627,3792430.75,5446.3798828125,101.030670166016,1.18862545490265,1.3486887216568
628,3792430.75,5446.3798828125,101.030670166016,1.18862545490265,1.3486887216568
629,3805983.75,5509.35498046875,102.030639648438,1.17778778076172,1.3483898639679
630,3780392.5,5452.00537109375,100.207588195801,1.19845247268677,1.34881746768951
631,3737115.5,5141.99169921875,94.0227127075195,1.18846201896667,1.34654879570007
632,3753308.5,5175.2138671875,94.8067321777344,1.17223000526428,1.34707200527191
633,3753308.5,5175.2138671875,94.8067321777344,1.17223000526428,1.34707200527191
634,3753308.5,5175.2138671875,94.8067321777344,1.17223000526428,1.34707200527191
635,3765791.25,5331.14306640625,98.3222732543945,1.18975055217743,1.3472843170166
636,3733749.25,4952.392578125,91.7815856933594,1.13920831680298,1.34694087505341
637,3733749.25,4952.392578125,91.7815856933594,1.13920831680298,1.34694087505341
638,3733749.25,4952.392578125,91.7815856933594,1.13920831680298,1.34694087505341
639,3731864,4974.20068359375,91.2041397094727,1.15397453308105,1.34503018856049
640,3700007,4995.80859375,91.1363372802734,1.21509337425232,1.34519362449646
641,3700007,4995.80859375,91.1363372802734,1.21509337425232,1.34519362449646
642,3705539.5,5051.75830078125,92.1909942626953,1.22264850139618,1.34469103813171
643,3642542.25,4724.85595703125,86.3893280029297,1.25492799282074,1.34342443943024
644,3642542.25,4724.85595703125,86.3893280029297,1.25492799282074,1.34342443943024
645,3642542.25,4724.85595703125,86.3893280029297,1.25492799282074,1.34342443943024
646,3642542.25,4724.85595703125,86.3893280029297,1.25492799282074,1.34342443943024
647,3642542.25,4724.85595703125,86.3893280029297,1.25492799282074,1.34342443943024
648,3633465.75,4649.72265625,85.3378067016602,1.24665474891663,1.34489357471466
649,3617485.75,4460.5751953125,81.5924377441406,1.21530961990356,1.34568631649017
650,3619004.5,4565.83544921875,84.1343612670898,1.2578763961792,1.34724938869476
651,3628249.5,4448.06689453125,82.2903289794922,1.20196926593781,1.34751331806183
652,3628249.5,4448.06689453125,82.2903289794922,1.20196926593781,1.34751331806183
653,3628249.5,4448.06689453125,82.2903289794922,1.20196926593781,1.34751331806183
654,3628249.5,4448.06689453125,82.2903289794922,1.20196926593781,1.34751331806183
655,3628249.5,4448.06689453125,82.2903289794922,1.20196926593781,1.34751331806183
656,3634179,4457.9990234375,82.1875686645508,1.18573248386383,1.34862923622131
657,3634179,4457.9990234375,82.1875686645508,1.18573248386383,1.34862923622131
658,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
659,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
660,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
661,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
662,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
663,3639537.75,4516.00341796875,83.1764831542969,1.18685519695282,1.35057294368744
664,3640645.25,4536.42333984375,83.3972244262695,1.18737828731537,1.35122215747833
665,3640645.25,4536.42333984375,83.3972244262695,1.18737828731537,1.35122215747833
666,3675742.5,4941.52099609375,91.4651107788086,1.24416267871857,1.35186636447906
667,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
668,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
669,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
670,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
671,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
672,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
673,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
674,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
675,3707478,5077.78369140625,93.9873199462891,1.23019373416901,1.35185897350311
676,3709876,5200.7236328125,96.443000793457,1.26014482975006,1.3525173664093
677,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
678,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
679,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
680,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
681,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
682,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
683,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
684,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
685,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
686,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
687,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
688,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
689,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
690,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
691,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
692,3742586.25,5225.14990234375,96.6482391357422,1.20587456226349,1.35258400440216
693,3755129,5276.69970703125,97.8529815673828,1.20000803470612,1.35225069522858
694,3755129,5276.69970703125,97.8529815673828,1.20000803470612,1.35225069522858
695,3755129,5276.69970703125,97.8529815673828,1.20000803470612,1.35225069522858
696,3731497.25,5054.92431640625,94.1101303100586,1.17574846744537,1.35348677635193
697,3726947,5158.12353515625,95.481689453125,1.20666658878326,1.35327744483948
698,3752921.75,5331.458984375,98.0239486694336,1.20651865005493,1.35264182090759
699,3752921.75,5331.458984375,98.0239486694336,1.20651865005493,1.35264182090759
700,3758255.5,5271.89404296875,96.69140625,1.17762506008148,1.35196840763092
701,3758255.5,5271.89404296875,96.69140625,1.17762506008148,1.35196840763092
702,3758255.5,5271.89404296875,96.69140625,1.17762506008148,1.35196840763092
703,3739289,5091.86669921875,93.4870223999023,1.16384816169739,1.35199415683746
704,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
705,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
706,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
707,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
708,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
709,3767619.25,5160.90478515625,95.0340042114258,1.14144420623779,1.34985673427582
710,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
711,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
712,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
713,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
714,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
715,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
716,3797854.5,5260.3564453125,97.4841003417969,1.13212263584137,1.35063135623932
717,3798066.5,5434.98095703125,100.514190673828,1.17105042934418,1.35097599029541
718,3843108.75,5692.49072265625,104.973205566406,1.16559088230133,1.35127115249634
719,3843108.75,5692.49072265625,104.973205566406,1.16559088230133,1.35127115249634
720,3843108.75,5692.49072265625,104.973205566406,1.16559088230133,1.35127115249634
